id,model_type,model_family,model_name,ckpt_file,url,autoencoder,clip_encoder,image_encoder,t5_encoder,full_json
142,lora,flux1,FLUX.1 Depth [dev],flux_1_depth_dev_lora_f16.ckpt,"","","","","","{""name"":""FLUX.1 Depth [dev]"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""flux_1_depth_dev_lora_f16.ckpt"",""modifier"":""depth"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""flux_1_depth_dev_lora_f16.ckpt"":""104845bcbfffb5e270af80fc57d448996506845ad32b836dd0636545ef97dc9f""}}"
143,lora,flux1,FLUX.1 [dev] to [schnell] 4-Step,flux.1__dev__to__schnell__4_step_lora_f16.ckpt,https://civitai-delivery-worker-prod.5ac0637cfd0766c97916cefa3764fbdf.r2.cloudflarestorage.com/model/108598/schnellV10.5m7z.safetensors?X-Amz-Expires=86400&response-content-disposition=attachment%3B%20filename%3D%22schnell_v1.0.safetensors%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=e01358d793ad6966166af8b3064953ad/20240907/us-east-1/s3/aws4_request&X-Amz-Date=20240907T054037Z&X-Amz-SignedHeaders=host&X-Amz-Signature=a49fe79b447796feeb47303977d6f52c85ad4e6fff2c41ecb0cf55fef222d159,"","","","","{""download"":{""file"":""https://civitai-delivery-worker-prod.5ac0637cfd0766c97916cefa3764fbdf.r2.cloudflarestorage.com/model/108598/schnellV10.5m7z.safetensors?X-Amz-Expires=86400&response-content-disposition=attachment%3B%20filename%3D%22schnell_v1.0.safetensors%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=e01358d793ad6966166af8b3064953ad/20240907/us-east-1/s3/aws4_request&X-Amz-Date=20240907T054037Z&X-Amz-SignedHeaders=host&X-Amz-Signature=a49fe79b447796feeb47303977d6f52c85ad4e6fff2c41ecb0cf55fef222d159""},""name"":""FLUX.1 [dev] to [schnell] 4-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""flux.1__dev__to__schnell__4_step_lora_f16.ckpt"",""converted"":{""flux.1__dev__to__schnell__4_step_lora_f16.ckpt"":""c388400fbea2971233d49c7079294de3fa033ade7a47fef9ab445850e86e0a05""}}"
144,lora,flux1,FLUX.1 Turbo Alpha,flux.1_turbo_alpha_lora_f16.ckpt,https://huggingface.co/alimama-creative/FLUX.1-Turbo-Alpha/resolve/main/diffusion_pytorch_model.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/alimama-creative/FLUX.1-Turbo-Alpha/resolve/main/diffusion_pytorch_model.safetensors""},""name"":""FLUX.1 Turbo Alpha"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""flux.1_turbo_alpha_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""flux.1_turbo_alpha_lora_f16.ckpt"":""3687836ffef8e7eaa5b8145579781d14bdae531259d0fce3b60f5c472e4661e0""}}"
145,lora,flux1,HSToric_Color_DedistilledLoRA,hstcolossus_000003250_lora_f16.ckpt,https://huggingface.co/AlekseyCalvin/HSToricColor_Dedistilled_BySilverAgePoets/resolve/main/HSTcolossus_000003250.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/AlekseyCalvin/HSToricColor_Dedistilled_BySilverAgePoets/resolve/main/HSTcolossus_000003250.safetensors""},""name"":""HSToric_Color_DedistilledLoRA"",""prefix"":""HST style crisp autochrome photograph"",""is_lo_ha"":false,""version"":""flux1"",""file"":""hstcolossus_000003250_lora_f16.ckpt"",""converted"":{}}"
146,lora,flux1,Ghibli Cartoon Art,ghibli_cartoon_art_lora_f16.ckpt,https://huggingface.co/strangerzonehf/Ghibli-Flux-Cartoon-LoRA/resolve/main/Ghibili-Cartoon-Art.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/strangerzonehf/Ghibli-Flux-Cartoon-LoRA/resolve/main/Ghibili-Cartoon-Art.safetensors""},""name"":""Ghibli Cartoon Art"",""prefix"":""Ghibli Art"",""is_lo_ha"":false,""version"":""flux1"",""file"":""ghibli_cartoon_art_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""ghibli_cartoon_art_lora_f16.ckpt"":""28440cdaea47edbbfcf1f69f1e2d564a84767f42f9b5a41fb78db14113311c03""}}"
147,lora,v1,Haute Couture or Gowns v1.0,haute_couture_or_gowns_v1.0_lora_f16.ckpt,"","","","","","{""version"":""v1"",""file"":""haute_couture_or_gowns_v1.0_lora_f16.ckpt"",""prefix"":""hc_gown "",""name"":""Haute Couture or Gowns v1.0"",""converted"":{""haute_couture_or_gowns_v1.0_lora_f16.ckpt"":""81bb127631eeb0616d96bad9e1cfca341331b67c77974d91ffa0c27d8c39c7e7""}}"
148,lora,hidream_i1,HiDream E1,hidream_e1_full_lora_f16.ckpt,https://huggingface.co/HiDream-ai/HiDream-E1-Full/blob/main/HiDream-E1-Full.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/HiDream-ai/HiDream-E1-Full/blob/main/HiDream-E1-Full.safetensors""},""name"":""HiDream E1"",""prefix"":"""",""is_lo_ha"":false,""version"":""hidream_i1"",""modifier"":""editing"",""file"":""hidream_e1_full_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""hidream_e1_full_lora_f16.ckpt"":""503f0aa5202a2c43428dcd5401a0c5ad2f5c1147da5bb9f78736287dee2d6c61""}}"
149,lora,v1,Hipoly 3D Model,hipoly_3d_model_lora_f16.ckpt,"","","","","","{""version"":""v1"",""file"":""hipoly_3d_model_lora_f16.ckpt"",""prefix"":""hiqcgbody "",""name"":""Hipoly 3D Model"",""converted"":{""hipoly_3d_model_lora_f16.ckpt"":""e770caebfdcbb991e7b15e17a6cc6ef6f323fb6107399cfdf0414703f2a9442e""}}"
150,lora,flux1,Hyper FLUX.1 [dev] 16-Step,hyper_flux.1__dev__16_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-FLUX.1-dev-16steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-FLUX.1-dev-16steps-lora.safetensors""},""name"":""Hyper FLUX.1 [dev] 16-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""hyper_flux.1__dev__16_step_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""hyper_flux.1__dev__16_step_lora_f16.ckpt"":""f998c8bec2b70a81b884019d5f11bfdfaed12953c86eb5144c966961c3356852""}}"
151,lora,flux1,Hyper FLUX.1 [dev] 8-Step,hyper_flux.1__dev__8_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-FLUX.1-dev-8steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-FLUX.1-dev-8steps-lora.safetensors""},""name"":""Hyper FLUX.1 [dev] 8-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""hyper_flux.1__dev__8_step_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""hyper_flux.1__dev__8_step_lora_f16.ckpt"":""348b6080bb21e1829b28796ad9dcca681d3176812618b84e2c223e45e85d9ece""}}"
152,lora,v1,Hyper SD v1.x 1-Step,hyper_sd_v1.x_1_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-1step-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-1step-lora.safetensors""},""name"":""Hyper SD v1.x 1-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""v1"",""is_consistency_model"":true,""file"":""hyper_sd_v1.x_1_step_lora_f16.ckpt"",""converted"":{""hyper_sd_v1.x_1_step_lora_f16.ckpt"":""91295d953b6689d8f13bcd6c56f7cb091ab10d4780df7421138fd5504d2e708a""}}"
153,lora,v1,Hyper SD v1.x 2-Step,hyper_sd_v1.x_2_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-2steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-2steps-lora.safetensors""},""name"":""Hyper SD v1.x 2-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""v1"",""is_consistency_model"":true,""file"":""hyper_sd_v1.x_2_step_lora_f16.ckpt"",""converted"":{""hyper_sd_v1.x_2_step_lora_f16.ckpt"":""5687096205b922574b10565944383c7fa213c08b20dcb6c9f6df0298b81fc85f""}}"
154,lora,v1,Hyper SD v1.x 4-Step,hyper_sd_v1.x_4_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-4steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-4steps-lora.safetensors""},""name"":""Hyper SD v1.x 4-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""v1"",""is_consistency_model"":true,""file"":""hyper_sd_v1.x_4_step_lora_f16.ckpt"",""converted"":{""hyper_sd_v1.x_4_step_lora_f16.ckpt"":""4dae37baece5f7ad423e72b0b11fff63ea835d2e098701f06f9291514d304675""}}"
155,lora,v1,Hyper SD v1.x 8-Step,hyper_sd_v1.x_8_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-8steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD15-8steps-lora.safetensors""},""name"":""Hyper SD v1.x 8-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""v1"",""is_consistency_model"":true,""file"":""hyper_sd_v1.x_8_step_lora_f16.ckpt"",""converted"":{""hyper_sd_v1.x_8_step_lora_f16.ckpt"":""9fbc6e14c506a56f8cbb5c64caf8b73da86a38e117a6458eba052d83f05a75b3""}}"
156,lora,sd3,Hyper SD3 16-Step CFG,hyper_sd3_16_step_cfg_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD3-16steps-CFG-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD3-16steps-CFG-lora.safetensors""},""name"":""Hyper SD3 16-Step CFG"",""prefix"":"""",""is_lo_ha"":false,""version"":""sd3"",""file"":""hyper_sd3_16_step_cfg_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""hyper_sd3_16_step_cfg_lora_f16.ckpt"":""552378abd0f686c2d1810d4ce2eb54deeeb543f439206972b1a2e48a8f2fdc60""}}"
157,lora,sd3,Hyper SD3 4-Step CFG,hyper_sd3_4_step_cfg_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD3-4steps-CFG-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD3-4steps-CFG-lora.safetensors""},""name"":""Hyper SD3 4-Step CFG"",""prefix"":"""",""is_lo_ha"":false,""version"":""sd3"",""file"":""hyper_sd3_4_step_cfg_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""hyper_sd3_4_step_cfg_lora_f16.ckpt"":""11ba24c64afc9516e881af3faa81f710d63934057c36ea592e08732d2b0de45b""}}"
158,lora,sd3,Hyper SD3 8-Step CFG,hyper_sd3_8_step_cfg_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD3-8steps-CFG-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SD3-8steps-CFG-lora.safetensors""},""name"":""Hyper SD3 8-Step CFG"",""prefix"":"""",""is_lo_ha"":false,""version"":""sd3"",""file"":""hyper_sd3_8_step_cfg_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""hyper_sd3_8_step_cfg_lora_f16.ckpt"":""a7700e27b780ed0f4df91aad617725ce97c3f10a2caa9bb68931e9dca20f5bb7""}}"
159,lora,sdxl_base_v0.9,Hyper SDXL 1-Step,hyper_sdxl_1_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-1step-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-1step-lora.safetensors""},""name"":""Hyper SDXL 1-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""sdxl_base_v0.9"",""is_consistency_model"":true,""file"":""hyper_sdxl_1_step_lora_f16.ckpt"",""converted"":{""hyper_sdxl_1_step_lora_f16.ckpt"":""5c3f3d811da0c55a8c1ac0f62279451275d6112781877d8bb14756e78c120d1c""}}"
160,lora,sdxl_base_v0.9,Hyper SDXL 2-Step,hyper_sdxl_2_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-2steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-2steps-lora.safetensors""},""name"":""Hyper SDXL 2-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""sdxl_base_v0.9"",""is_consistency_model"":true,""file"":""hyper_sdxl_2_step_lora_f16.ckpt"",""converted"":{""hyper_sdxl_2_step_lora_f16.ckpt"":""78d8d4fd9eac462a51c0206a1225327bad91ebee0f8f03df11417e1bbd8dd8f9""}}"
161,lora,sdxl_base_v0.9,Hyper SDXL 4-Step,hyper_sdxl_4_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-4steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-4steps-lora.safetensors""},""name"":""Hyper SDXL 4-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""sdxl_base_v0.9"",""is_consistency_model"":true,""file"":""hyper_sdxl_4_step_lora_f16.ckpt"",""converted"":{""hyper_sdxl_4_step_lora_f16.ckpt"":""19619ecc56235f56afc6a64a227bf3c8a2dfb200ec035aa0f43790fc402e6a1d""}}"
162,lora,sdxl_base_v0.9,Hyper SDXL 8-Step,hyper_sdxl_8_step_lora_f16.ckpt,https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-8steps-lora.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ByteDance/Hyper-SD/resolve/main/Hyper-SDXL-8steps-lora.safetensors""},""name"":""Hyper SDXL 8-Step"",""prefix"":"""",""is_lo_ha"":false,""version"":""sdxl_base_v0.9"",""is_consistency_model"":true,""file"":""hyper_sdxl_8_step_lora_f16.ckpt"",""converted"":{""hyper_sdxl_8_step_lora_f16.ckpt"":""f56e143860e672f27524d64561bee42e76f6c9353d214a28aa1a21e8220e68d6""}}"
163,lora,hunyuan_video,boreal-hl-v1,boreal_hl_v1_lora_f16.ckpt,https://huggingface.co/kudzueye/boreal-hl-v1/resolve/main/boreal-hl-v1.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/kudzueye/boreal-hl-v1/resolve/main/boreal-hl-v1.safetensors""},""name"":""boreal-hl-v1"",""prefix"":""phone photo of"",""is_lo_ha"":false,""version"":""hunyuan_video"",""file"":""boreal_hl_v1_lora_f16.ckpt"",""converted"":{}}"
164,lora,flux1,ICEdit Normal,icedit_normal_lora_f16.ckpt,https://huggingface.co/RiverZ/ICEdit-normal-lora/resolve/main/pytorch_lora_weights.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/RiverZ/ICEdit-normal-lora/resolve/main/pytorch_lora_weights.safetensors""},""name"":""ICEdit Normal"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""icedit_normal_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""note"":""[ICEdit](https://huggingface.co/RiverZ/normal-lora) is an efficient and effective method for instruction-based image editing. With only 1% trainable parameters (200M) and 0.1% training data (50k) compared to previous methods, ICEdit demonstrates strong generalization capabilities and is capable of handling diverse editing tasks. The model uses the left-side reference image during generation."",""converted"":{""icedit_normal_lora_f16.ckpt"":""b23be25b718b69ccd27ccfa1a639fe66b363793b336b46fb40fe4b4418f272b6""}}"
165,lora,flux1,In-Context: Couple Profile,in_context__couple_profile_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/couple-profile.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/couple-profile.safetensors""},""name"":""In-Context: Couple Profile"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__couple_profile_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__couple_profile_lora_f16.ckpt"":""674abb50e55359b4eef5af3bb185cb41f02cee95596f96514cfda25757e9fc29""}}"
166,lora,flux1,In-Context: Film Storyboard,in_context__film_storyboard_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/film-storyboard.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/film-storyboard.safetensors""},""name"":""In-Context: Film Storyboard"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__film_storyboard_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__film_storyboard_lora_f16.ckpt"":""5d94bf5b29150276d532bebd5b1cb366d8c8e96856f45e0c6790fb5525f7332c""}}"
167,lora,flux1,In-Context: Font Design,in_context__font_design_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/font-design.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/font-design.safetensors""},""name"":""In-Context: Font Design"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__font_design_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__font_design_lora_f16.ckpt"":""1007a9bd6ca315bbb9027a47daa6e260b1ebdf50335fc2f52f8185a610f04e09""}}"
168,lora,flux1,In-Context: Home Decoration,in_context__home_decoration_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/home-decoration.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/home-decoration.safetensors""},""name"":""In-Context: Home Decoration"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__home_decoration_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__home_decoration_lora_f16.ckpt"":""8f7ffaf7bd5823f96731bbecf67fb5193e22a5ee5a5003a8296e363367b6b628""}}"
169,lora,flux1,In-Context: Portrait Illustration,in_context__portrait_illustration_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/portrait-illustration.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/portrait-illustration.safetensors""},""name"":""In-Context: Portrait Illustration"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__portrait_illustration_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__portrait_illustration_lora_f16.ckpt"":""18fdcf19539e4efbb2f7ba4462c73221f960251d4df59817b12010542264d305""}}"
170,lora,flux1,In-Context: Portrait Photography,in_context__portrait_photography_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/portrait-photography.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/portrait-photography.safetensors""},""name"":""In-Context: Portrait Photography"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__portrait_photography_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__portrait_photography_lora_f16.ckpt"":""d158c3b36fd07085f7f157adbf2c6eecd4864d5a53b5fd92b0dee052096086fd""}}"
171,lora,flux1,In-Context: PPT Templates,in_context__ppt_templates_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/ppt-templates.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/ppt-templates.safetensors""},""name"":""In-Context: PPT Templates"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__ppt_templates_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__ppt_templates_lora_f16.ckpt"":""cc50fa3f6f38941649bd9cef445b6c08e6046284c5261229b0c9a7b22c2ea00c""}}"
172,lora,flux1,In-Context: Visual Identity Design,in_context__visual_identity_design_lora_f16.ckpt,https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/visual-identity-design.safetensors,"","","","","{""download"":{""file"":""https://huggingface.co/ali-vilab/In-Context-LoRA/resolve/main/visual-identity-design.safetensors""},""name"":""In-Context: Visual Identity Design"",""prefix"":"""",""is_lo_ha"":false,""version"":""flux1"",""file"":""in_context__visual_identity_design_lora_f16.ckpt"",""weight"":{""value"":1,""lower_bound"":-1.5,""upper_bound"":2.5},""converted"":{""in_context__visual_identity_design_lora_f16.ckpt"":""873177c774b67627024a0d6d71161af0a82bc5e722f68561729fc40c0d94017b""}}"
173,lora,ssd_1b,LCM SSD 1B (Segmind),lcm_ssd_1b_lora_f16.ckpt,"","","","","","{""version"":""ssd_1b"",""file"":""lcm_ssd_1b_lora_f16.ckpt"",""prefix"":"""",""name"":""LCM SSD 1B (Segmind)"",""converted"":{""lcm_ssd_1b_lora_f16.ckpt"":""28cdb66f0257326ffb6f4b1d6996f8fad9378aeee081529e31817aea81dfeb9f""}}"
174,lora,sdxl_base_v0.9,Long Hair Slider,long_hair_slider_lora_f16.ckpt,https://civitai.com/api/download/models/268846,"","","","","{""download"":{""file"":""https://civitai.com/api/download/models/268846""},""name"":""Long Hair Slider"",""prefix"":"""",""is_lo_ha"":false,""version"":""sdxl_base_v0.9"",""file"":""long_hair_slider_lora_f16.ckpt"",""converted"":{""long_hair_slider_lora_f16.ckpt"":""4704b210e20067516e133225d6c0a72ea56d96c556c0f8c4fce64a72f9d4ca33""}}"
175,lora,sdxl_base_v0.9,Mascular Slider,mascular_slider_lora_f16.ckpt,https://civitai.com/api/download/models/268834,"","","","","{""download"":{""file"":""https://civitai.com/api/download/models/268834""},""name"":""Mascular Slider"",""prefix"":"""",""is_lo_ha"":false,""version"":""sdxl_base_v0.9"",""file"":""mascular_slider_lora_f16.ckpt"",""converted"":{""mascular_slider_lora_f16.ckpt"":""02b5351c3fbd269b4f0300715802ffadce8aa3ab52c632f907dbfc18dd8a371f""}}"
